book_id,book_title,excerpt,target
76,Adventures of Huckleberry Finn,sign wreck sleeping cabbage witch mary raft lightning testament xxxiii posterity campaign hiding arkansaw hamlet evening dead identity thrilling paying reform soliloquy pious goshen xxxii family xix xvi outrageous subject expectation coat royalty contested one high disguise pile prevarication swimming political v lively aristocracy passenger loss aunt confesses time plan french bequest long exercise astronomical arrives xxx pirate tar finding boarding unpleasant intoxication jim bridgewater iii vigilance iv sick feather xvii small raising home pardon loses properly hank superintendent getting attending pretty deep xxix ring story bad like sword thrashing boat camp relationship tearful awful civilizing committee body funeral stephen xxxix xl recollection explains england exploring shirt woman quick viii silas xiii square fellow hotchkiss xxvii grief row ix around resting decided investment sister dowling leave thatcher temperance sally vi tom blessing tragedy bondage xli boy call torn wait going house watson xxv circus orgy cairo slow sale handwriting day decides sold xii judge order recovering trash xviii hole arm boggs news went interior hospitality fond sunday ashore line mumps theory xv xxxvii fishing nigger chapter feud take xxxvi search x working loafed trip climbing money poetical old white rat father wood clergy farm xi dummy sailing uncle locked valuable opposition fog doctor hopper figure currency sherburn cabin find information suspicious last lie xx jane run gang grace meeting king ominous straw best stealer sheep balum good printer get truly tying triumphant xxviii lazy sinking watchman huck scheme xxxviii xxii powerful brute xxxv xxxi revival advises parent dark grangerford room escaping escape glory xxiv stump stealing troubled vii town hunting rod captive mistaken sawyer laid wounded col bunker finn curiosity level harem hut still comparison navigation ii bot asked bed singing general miss skilled superstition plotter xxi xxvi mooning island borrowing satisfying robe duke running economy digging discrimination xxiii effusion corpse royal thing xiv hand southern pie decoration mellow ash polly pork laying xxxiv dilemma cave letter trouble doxologer xlii question floating parting,-0.9182328320352661
851,Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,seeing life getting stripped dear narrative great first goodness sic killed hearing mary number begged noise many carried tenth lancaster content deliver sixteenth written afflicted child along promise nineteenth smoke money wounded coming advantage upon took quickly displayed removal taken father eighth promising bowel murderous together several use eleventh ventured wound sunrising twelfth corrected occasion earnest told shot relation one mother person two head hearken destroying see looked doings fell open make thirteenth burning wretch sovereignty belonging ascending naked heaven ninth know indian even friend five running faithfulness neither amended roof fourth thus god seventh eighteenth made benefit especially escaped captivity set came shoot hand private public fortification house away garrison split second others dealing fifth knocked deut twentieth three desire lord heal sixth addition kill gun another sucking commended would remove alive went mr barn restoration fifteenth third february rowlandson seventeenth fourteenth,-1.343057347878312
55,The Wonderful Wizard of Oz,heart fairy education gladly curdling morality winged classed creation book generation devised unreal folklore newer myth fearsome wholesome love healthy modern dispenses library grimm wife incident f instinctive story together moral therefore happiness stereotyped l fantastic andersen served blood includes youngster human time wonder horrible entertainment childish eliminated every disagreeable genie comrade tale followed legend dwarf friend child point childhood yet may series seek historical come brought marvelous good dedicated b author manifestly age old,-1.5583003406733906
1400,Great Expectations,life hard redness natured coarse dear strong marry great must grater soap blue needle smooth husband somehow fair supposed easy impregnable front reputation foolish apron habit expression always tempered hair side strength looking white upon hercules undecided though taken behind worn woman mixed stuck curl much reproach knowing also older used almost loop nutmeg fellow square skin general two gargery figure neighbour see find joe prevailing sort sister bony eye meant time impression possible wonder every really sweet brought well good made black fastened bib full year wore heavy instead hand going sometimes pin man washed flaxen day seemed laying merit weakness whether wear established powerful twenty face got mild mr reason tall,-0.5689469685730237
844,The Importance of Being Earnest: A Trivial Comedy for Serious People,rose perfectly covered plain stress garden step july like tree child town occupation language always lead look laid coming old basket manor discovered seated pray way anxious intellectual surely guardian quite flight page chair one yesterday fashioned moment german miss fifteen stone open moulton time flower every know large rather leaving well yew calling cecily lesson slowly especially pleasure set back full year house book improve grammar duty becoming lay particular indeed repeat prism utilitarian table await grey watering,-0.5830026982171567
514,Little Women,hard pretty sadly grumbled fair little far injured fighting money never cheerful word old looking ought without beth said suffering shook perhaps father amy altered nobody much minute shone tone darkened spoke mother girl silently head present think four rug afraid nothing thinking sniff make plenty lying corner added meg time firelight know shall thought brightened long contentedly sighed jo christmas army pleasure thing wanted sacrifice say going gladly proposed away men spend dreadful dress winter regretfully young face got reason everyone poor,-0.10383183897832104
160,"The Awakening, and Selected Short Stories",land folle line cabin spread past near stepped maã crescent pursuer hut unknown pastured day drawn water real abandoned crimson curved p woman wood enough field blood like stood tit around childish every circle supplied jacqueline plantation sens large close sharpshooting stunned frightened lay imaginary regained wholly point childhood five form region skirmishing la evening one stream tre cattle name literally mother never heel reason bayou black powder thirty mania gaunt called back staggered sight big,-0.9080442918059666
16,Peter Pan,growled door shooting whole sure lightly mouth great nurse killed john let window brain like ordinary opened little child kind keep come could bell evening ran catch shadow look body carefully dog put screamed knew night without quickly nursery entered late slam proved tone clear quite coat may wet u head easily see around looked nothing returned shame closed nana washing besides something leave time best michael thought star boy get black found thing back snapped say street house unfortunately totting disturbing showing exactly darling answer leapt seemed sprang hanging winter lowered examined trouble hung meaning doubt distress towel would went mr,-0.24195117602822958
4300,Ulysses,shaking dark throat top gravely awaking light forward ad tower like altare dressinggown come plump gently intoned hair sustained coarsely stephen razor dei bent behind fearful cross length ungirdled hued mounted aloft solemnly equine displeased buck yellow untonsured bearing head surrounding catching sight looked land stairhead oak grained round bowl morning sleepy mountain mirror mulligan lather held dedalus made peered thrice came towards jesuit gurgling kinch crossed rapid staircase stately stair pale halted leaned lay air face arm coldly winding faced mild blessed introibo gunrest called,-1.5255285002341938
3207,Leviathan,extensive limit proof tried quotation capital first plain capitalized number mixture chapter heading serve classic language restricted ascii show none emphasis word unavoidable short leviathan fully use turn note margin also give used hobbes subject following seem difference seems introduces done section definition capitalization extensively follow place largely except possible pelican e index original name edition full text sometimes flavour greek read reference exclusively deal dealing concept english alphabet vanilla paragraph closely within intended prepared degree biblical proper italic,-1.7625373377766307
45,Anne of Green Gables,life bringing invited begun xxi new v make marilla confession xx xv apology anticipation matthew wrong prayer cuthbert xii morning chapter teapot content viii impression interest imagination flavoring iii xi xviii xix lynde mind green iv anne vi solemn ii tempest xvi xvii vii surprised promise xiv catastrophe rachel rescue x diana horrified xiii good vow school mr delight history gone properly tragic tea departure sunday ix gable concert result say,-1.1996518745752105
58585,The Prophet,heart life universal return dawn prophet great clothed climbed garden ship waited month reaping reservoir wall power madman foam else far poem spiritual language flew could hill unto coming forth drawing claude beloved flung joy without orphalese isle gate sand soul twelfth reproduced bragdon majesty illustration beauty author looked chosen son open closed potent volume forerunner wanderer silence bear prose beheld eye almustafa city sea original god seventh seaward birth mist back came year twelve jesus man day prayed twenty nymph ielool valley,-1.7625034851269148
7370,Second Treatise of Government,life millar correction dilly concerning follower w first treatise baldwin filmer end extent government robert shuckburgh printed advantage whiston white mdclxxxviii salus editor former l withy woodfall hinxman note payne also coste h latter mdcclxiii reprinted communicated r ware two populi author c longman present improvement last clarke richardson collated collins owen london time crowder false college e copy esto original overthrown iohnston delivered rivington edition principle hawes book cambridge baker published detected foundation three lodged sir civil peter davis sixth suprema reymers b mr essay law christ lex true,-2.3217791981256024
1184,"The Count of Monte Cristo, Illustrated",boom covered safely entrance direction evil ship fort eased like approached evidence idler experienced phocee port pilot jean saw come could always volcanic event side pharaon look standing put morgiou old chã vigilant cape gue saint accident immediately jib already navigation guy signalled asked activity one passed dock naples drew occurred vessel jaros happened doubled according pomã rampart forerunner bore marseille handled spectator eye teau de island every rion dame city built smyrna spanker laden owner narrow custom instinct harbor strait inner made slowly especially towards rounding however shock usual plainly man anchor rigged calasareigne board watched misfortune cockbill topsail three master sedately young garde belongs another steering la trieste got motion repeated skilfully february notre,-1.3215661863839219
244,A Study in Scarlet,text however typography country project gutenberg spanish church include exactly duplicate editor taken accent saint reproofing reformat several html deal punctuation textual policy standard much content given latin part note adding end french system consideration followed brace pg directly addition transcriber etext conform directory case try ii file scarlet original moving prepared care square ascii describing made mormon study including character underscore vagary edition typographical word present proper old italic change indicate,-2.1256337871183235
20203,Autobiography of Benjamin Franklin,jefferson sometimes took america life business invited public said perfection visit braddock first proprietary quarrel governor experiment chess force generally therefore together moral province met party arrival happening frontier duchess ah court pennsylvania ancestry take london almanac beginning player affair plan duty king union philadelphia expedition agent attaining friend thomas albany vii prize early played richard franklin service activity bourbon boston doctor printer scientific success poor feasted put old defense interest say,-1.4465028561094402
2814,Dubliners,parent fought marvel tried brother garden number dance fist odour like idler eight union little kind clock introduced wild evening west loft never tea old stable yelling battle carry met siege beating fiercely gardiner played u halfpenny school war head mass looked joe prevalent storm library round morning hall younger every indian grass victory held well made leo back however street ended bout peaceful house fat cosy capered dillon tin arranged young pluck jack went mr pitched timid,-0.7731935215047516
15399,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African",doings upon street declare country south fleet holborn co church robson arch ye song become people taylor chiswell inn opposite sold mathews xii jackson mess london lackington shepperson murray soho lord salvation also praise isaiah union hospital exchange davis clark shall johnson trust town jehovah may bookseller bond paul gray newington oxford god call name middlesex paternoster strand mr printed button reynolds parson behold author row prince causeway among st yard royal afraid strength messrs say,-1.6691722484524887
2852,The Hound of the Baskervilles,upon picked james country thanks night visitor dear left hearth infrequent sort broad engraved practitioner sherlock behind carry breakfast date table seated wood morning late save doyle robinson lawyer stood haslemere conan family holmes help tale piece legend thick penang headed account mortimer h usually friend used inception detail reassuring occasion owes silver solid bulbous dignified fine stick band west r mr nearly truly head c fashioned â inch hindhead across rug old known,-1.1518940029713889
996,Don Quixote,life record carteret title laughed instance existed evidence ask sixteenth navarrete secured preface nineteenth could eke died trace siscar none task add rate mayan upon generation manner since produced late reproach satisfactory whose entrusted page may documentary quixote bearing floating occurred author four disappeared find allusion cervantes make saavedra london time de piece long name edition known proposed men man published anyone answer shakespeare incurious tradition lord followed transmitted personality various rio pellicer century miguel question seventeenth,-2.2552594554454863
63256,The American Diary of a Japanese Girl,going land street dedicate sovereign beloved empress craving thy offered foreign wilt pas amazement guest since honor drawn publish humbly ago watched heavenly morning thee simple benevolence glory sad anything ever time genjiro journey american acknowledge mind even january sensation daughter art inspiration along prayed childhood didst diary long could sight beauty one yetothe presence mother often condescend knewest charming wish happy wert august tokio set lady unto hour thou say,-1.7426986431648464
36,The War of the Worlds,life great earth mortal departed infusoria human mind little space nineteenth early habit studied multiply upon complacency unsympathetic perhaps danger water perish gave recall older surely enterprise improbable swarm intelligence almost u fro mar one microscope mental greater drew idea serene matter scrutinise last assurance cool ready might narrowly gulf regarded welcome inferior envious eye possible transient plan terrestrial infinite vast thought yet slowly across year came curious beast drop men man missionary believed day impossible watched affair twentieth scrutinised world various source closely concern century would disillusionment intellect busied keenly went creature globe empire fancied dismiss,-1.5460154360350333
768,Wuthering Heights,first room stepping garden escape heath dust heap mind along clock saw spectacle could heathcliff shower coming flake took brush dinner taken gate immediately surrounded fire scuttle servant cold knee n one afternoon yesterday girl flame mud lady four half feathery might wading mounting wuthering snow time comprehend five arrived housekeeper set back instead hat however house twelve extinguished walk mile spend height fixture matronly lazy infernal cinder served stair misty dine drove coal raising would request b study intention,-1.026780127415131
4980,Old Granny Fox,visit sure new xxix bad dream chapter brown content take xxiv little coyote vii promise foolish hunting x wish happy old pasture go dinner napping gate hound impudent viii sun xi xix sens bath quacker xvi ii farmer growing xiii two xxvii ix afraid admits thinking xxi v xx storm eat xxvi caught vain plan talk hunt vi brings twice lost xxiii boy made get truly set thing xiv trap curious granny fat man forgets duck xxv bowser prickly xxviii xii stolen reddy three xxii iii hears xviii close fox hen porky iv xvii midnight home news grows enjoys,-0.5624737716209041
120,Treasure Island,sign admiral narrative first ship attack jolly end boat chest eight camp tree glass fighting trip roger dog disappears coracle old voyage go parole benbow blow abandoned heard chieftain spy cruise blind silver fall treasure tide voice one doctor war stockade two powder four part apple resumed last embassy run cook barrel island piece hunt israel strike five pointer sea shore ebb black among paper enemy hand flint spot garrison man council began buccaneer day six jim three captain continued appears adventure arm hawkins bristol,-0.8043703904701736
41,The Legend of Sleepy Hollow,sail broad whole dutch husband fact port little woodpecker far town adjacent eastern always quietest protection precise hill authentic denominated rural upon sound tarry spacious tavern prudently perhaps brook cove break former indent propensity occasional housewife greensburgh lap tappan bosom may told almost vouch one high two advert land quail murmur country inveterate sake lie generally place linger enough given ever rather repose shortened whistle navigator hudson name good shore among glide known tapping crossed mile nicholas village day river implored expansion tranquillity world market merely small zee uniform properly ancient st valley called lull,-1.6321462737634544
35,The Time Machine,unaccountable model dozen ivory follows must room conceived illuminated object provincial light forward sconce placed mayor kind front clock crystalline could mechanism leg looking upon took metallic glittering perhaps behind several framework fire candle stood also subtly incredible hearthrug bright almost explicit played u chair one absolutely drew two done fell left sat larger shaded mantel unless time octagonal medical traveller transparent nearest held right made substance shoulder set thing hand however delicately scarcely psychologist man brass alert watched filby trick scattered accepted condition appears young candlestick small arm adroitly profile low lamp fireplace table brilliantly explanation,-1.1882328841182799
30254,The Romance of Lust: A classic Victorian erotic novel,root distinctive hard outwardly eliza growth feature eldest perfectly thirteen great doodle tendency awakening room mary garden developed stiffen let unhooding notwithstanding sex bladder organ like formed guile fact amount little inkling child appearance habituated could finger surprise show feminine look body formation cock latterly upon swell without begun bald sufficiently passion discovered evelynâ together water knowledge prettily wood slightest approaching although curl excitement playing fastest develop wonderfully gave state way excited mount us moss mutual magnificent quite pain blind insert relieve symptom bed pressure u one slept certain often passed absolutely bensonâ eleven venus present miss piddle hooding looked done fifteen might mamma noviceâ calm sister egertonâ ten presenting round usâ enough handling naked younger piece even sensation feeling repose trying yet innocent attouchements manly instantly boy made progress mutually dawned treated full year caused wanted hand fat twelve longer squatted slit began pleasing crossed influence slight three different rise examined maryâ pinky similar nice another hesitation alone attempt mr tall age called correspondence,-1.2215372683263273
203,Uncle Tom's Cabin,satisfaction coarse feature great sitting ring many gold blue earnestness dressed thick account hitherto easy town furnished neckerchief come habit expression free evident said upward vest short bedecked p pretension watch approaching late much jingling way interval parlor servant subject quite gaudy convenient defiance discussing transcribe u chair one seem yellow afternoon general convenience two induce dining present attached garnished gayly bundle portentous sake variety flourishing wine party gentleman kentucky murray large flaunting even bedropped shall trying commonplace keeping well chain set wore heavy plentifully hand however elbow ardor spot man speaking size day seemed color graphic grammar swaggering mark strictly tie arranged specie desire world examined chilly various closely air seal critically alone profane low february conversation,-1.5386447483125971
215,The Call of the Wild,heart life fought first beach lived primordial kissed like imperative bored else town advance surprise never dog peril fight log knew flung civilization metallic equally though flash sun filled way nightmare peace need wolfish buck store jaw moment half hour teeth nothing experience near camped open safety curly eye profit every large husky action ripped leap neither suddenly grown wolf lesson made thing full loaf shock warning men swift alert size lazy day taught vicarious clip fang jerked seen victim face confusion friendly rest would unforgetable savage club creature law limb dyea true constantly,-1.204843008458175
158,Emma,authority living mildness handsome sixteen lived unite intimacy excellent ceased restraint consequence period little early died shadow directed le happy office marriage indulgent temper short father emma taylor together woman chiefly liked family comfortable one mother passed two existence miss hold youngest attached affection hardly sister place affectionate governess best supplied impose even daughter friend rich blessing long mistress disposition mutually indistinct year vex clever house caress esteeming away woodhouse seemed ago nominal highly world remembrance twenty distress fallen home allowed judgment mr fond particularly nearly,-1.0272799093485756
730,Oliver Twist,authority proving philosopher hungry great orphan situation deception infant month culprit stomach stipend originally provided depth clothing eight elderly child superintendence duly farmed word branch resolved upon knew uncomfortable juvenile without generation deeper still weekly use woman lowest much stood floor rising need quite may halfpenny greater head part thereby accurate experience diet parochial make systematic ten food workhouse worth round parental enough oliver female received even offender destitute sevenpence appropriated impart brought dignity nourishment good allowance inquired humility per hand magnanimously course house domiciled week perception overload finding reported mile consigned day deal consolation experimental whether three victim rolled twenty next humanely small shorter got replied wisdom twist treachery inconvenience poor law thirty parish consideration dispatched,-1.2567952185946765
135,Les Misérables,hell house myriel book virtue man civilization great asphyxia ois significance still since use earth woman seventy age degradation cannot ignorance light hunger bienvenu bishop human damnation possible artificially three wider adding amid unsolved world pronounced problem creating exist hauteville shall crippling child corruption poverty misã divine social word pauperism five long franã charles lack destiny century custom society decree fate element nature le law see part rables fail occupied year old,-1.858068564474491
236,The Jungle Book,strong paw hungry brother tiger mouth woke darzee lived nose camp chief little child animal tumbling clock hunting luck evening chant hill shadow never log white spread moon pack go said song father tavi forget shone seeonee scratched rid servant may majesty bandar gray one mother four teeth toomai cub warm bushy sleepy time hunt noble feeling seven dropped tail wolf good augrh get grasshopper across big going parade lukannon crossed yawned whined day rikki kaa spring cave world lay seal tikki tip elephant rest mowgli squealing shiv road threshold,-0.04225066001184308
26184,Simple Sabotage Field Manual,comprehensible abstract addressed must many z indirect simple group ordinary human restriction evacuation purposeful material government bring come x decree method stupidity attitude thrown immediate sabotage verbalization citizen freedom suggestion tool need may pressure completely gain conservationist often nature abolished hasten part deputy regarding information commissioner according assurance convincing might foreign stimulation food press liberty possible even motif arrive contrary specifically initiative obnoxious made habitually feasible ruling enemy instead probably personal anticipate day destruction inclination performs world frequently area stated toward committing particularly motive act,-1.5166528059761546
829,Gulliver's Travels into Several Remote Nations of the World,living punish loose great first publicly direction league minced yahoo whenever many thousand carried projector like vehicle human consent successively written fact cousin power account chief little kind material animal rational formerly could esteem omitted glorious work le put inserted remember feared voyage ought said unhappiness england whereof queen manner publish altogether knowledge several retirement pray although much frequent pious changed gave either renounce innuendo likewise anne decent nay uncorrect latter pleased hire majesty spoke one style university two think part correct godolphin see afraid hither sight reverence looked govern complain ready circumstance interpret people hardly therefore besides press round something gentleman applied time interpolator every know even shall thought five travel false hope academy oxford call made watchful memory minister especially passage considered thing prevailed year say monstrous giving hinted book detestable discourse herd second answer offence apt ago reign avoid principal inclination advice order master specie letter praise dampier world young paragraph lord brute distance houyhnhnm another indeed composition urgency reason particularly creature motive called,-1.9230581987712339
27827,The Kama Sutra of Vatsyayana,reprint private publication view remark benares public country translation cosmopoli without book enlightened proposed found translated british love literature manner olden introduction number circulation hover treating indicated kama punctuation complete dealt london take changed differently listed mouse portion standard sutra studying end sanscrit notice various give aphorism seven preface point subject everywhere small error shastra society custom certain concluding printer dedicated work minor especially mdccclxxxiii present considered part east called interest vatsyayana,-2.2201382666392906
5827,The Problems of Philosophy,life data philosopher first theory realized object keynes ordinary confident profited positive problem space induction could obstacle discussed sense gilbert philosophy suggestion exploring since former knowledge much regard way ultimate also difficult latter page unpublished carelessly valuable asked constructive relation writing following seem one certain greatly idea puzzling main occupies present moore sight might larger make derived volume something place topic possible probability murray professor confined even shall really thought dogmatically realizing e well assistance j treated say negative man criticism science metaphysics underlie answer seemed vagueness world merely physical reasonable doubt critically straightforward confusion launched briefly attempt reason g study question,-2.1481296211467256
